text,nrc_sentiment,dpm_sentiment
Sent home from work due to protests so naturally I walked straight to the protest. Here in East Liberty to say that #BlackLivesMatter!!!,joy,surprise
White gays will claim progress is their favorite bar but won’t post about black lives matter...hmm....,joy,surprise
Proud to have my work associated with this company. #BlackLivesMatter ,joy,surprise
From the peaceful protest in Norman today: #GeorgeFloyd @Kaepernick7,joy,surprise
"We must do better. We are not perfect, but we cannot be complacent. We can build a more just and equitable future, and we can do it together. #localgov #BlackLivesMatter #SayTheirNames",joy,surprise
"So impressed and inspired by the thoughtfulness, eloquence, and conviction displayed by my black friends/teammates as they speak out about the murder of George Floyd and racial tension in America. I’m proud to know you, I stand with you, and I can’t wait to see you all again #BLM",joy,surprise
"I stand with colleagues, friends, collaborators ready to challenge all forms of racism. I'm committed to doing more, to recognizing my own privilege even when it is uncomfortable and to learning how to be a true ally. #BlackLivesMatter #blacklivesmattercanada",joy,surprise
BLACK LIVES MATTER. FULL STOP.,joy,surprise
"No justice? No peace. Denver peeps, be careful tonight. Heavy, heavy police presence was forming in outlying parking lots by 5pm. Be safe. #BlackLivesMatter ",joy,surprise
"I cannot imagine fearing for my life because of the color of my skin. #BlackLivesMatter and I support my friends, team members, and the creators in the @izea community who are making their voices heard through peaceful protest. Shout loudly and please stay safe.",joy,surprise
"We must educate ourselves, listen, and unite together. We have to stand for change, equality, and justice. The time is now. #BlackLivesMatter",joy,surprise
"Tonight I’m thankful that I got to march in my city with such an amazing group of people. No justice, no peace. #BlackLivesMatter ",joy,surprise
i don’t even care i’m PROUD of this mugshot #BLACKLIVESMATTER #ACAB,joy,surprise
"Happy Pride Month boys and girls and more importantly, #BlackLivesMatter #SayTheirNames",joy,surprise
Sharing what we spoke about with our kids this weekend... choose to take action against hate in the world and actively choose to show care. I choose care and action. Thank you @BarackObama for modeling this always. Sending love to all. #BlackLivesMatter #leadership,joy,surprise
I usually like to keep my twitter lighthearted and free of politics but now is not the time to be silent #BlackLivesMatter #JusticeForGeorgeFloyd,joy,surprise
"What a day. My bright moment was a #BlackLivesMatter car parade protest that went down our block! I got my accordion &amp; played suitable tunes. When traffic stalled, a man got out of his car &amp; put on a mask. We danced in the street, distanced, as I played Waltz Across Texas.",joy,surprise
I explained #BlackLivesMatter to my 4 &amp;2 yr old. I said people w/ white skin sometimes are mean to people w/ brown skin &amp; bc they are white it’s important they never let anyone be unkind to someone bc of skin color. They got it. You can speak kids language w/out mincing words.,joy,surprise
"Today I participated in a 9 mile march in Frisco. It was a peaceful and powerful. I was inspired to see so many people in the march - but also so many along the path supporting it / us. It was a small step towards action, more to take. #BlackLivesMatter ",joy,surprise
"My heart is heavy. So much to say, but I don’t know where to begin or how to say it, other than to say I hear you, I am with you and I stand with you. #BlackLivesMatter ",joy,surprise
It’s refreshing to see so many people I know join in on this. This isn’t something we forget about once the smoke clears either. The show goes on until WE are treated equally. #BlackLivesMatter forever ,joy,surprise
This is also a great article that discusses why #BlackLivesMatter is an ideology that is in support of all lives mattering: ,joy,surprise
"It’s really hard talking to your kids about this. When your 4 year old asks you “like me?” after I explained to her who the names were that we wrote down and what happened to them, it’s heartbreaking and means we have a lot of work to do in this country. #BlackLivesMatter ",joy,surprise
"We had a meaningful chat about (my evolving understanding of) her white adjacency & she donated her profits, which I matched, to #BLACK_LIVES_MATTERS. #BlackLivesMatters ",joy,surprise
The three women who inspire me the most are @Oprah @MichelleObama @2motivate (Lisa Nichols) all women of colour. Thank you for braving more than you ever should have had to. #BlackLivesMatter,joy,surprise
"Just after 7pm the nightly cheers for frontline healthcare workers merged with applause for peaceful protestors marching down 7th Avenue in Chelsea. I can’t say what happened before or after, but this moment was fucking beautiful. #BlackLivesMatter",joy,surprise
Black lives matter #protests2020,joy,surprise
Thousands of peaceful #BlackLivesMatter protestors headed down my street being supported by all those in the neighborhood. ,joy,disgust
"I am overwhelmed (in the best way possible) by all the love, the connection, the appreciation, the awareness we have all started today for black people in STEM. I am holding on and cherishing this in times like this #BlackLivesMatter #BlackInNature #BlackAFinSTEM",joy,surprise
Peaceful protest in KCMO #BlackLivesMatter – at JC Nichols Memorial Fountain,joy,surprise
"So, @AllianceCSD @jacksonAHS I am so proud of our teachers and coaches. You have inspired our kids to do good...and it showed today! #BlackLivesMatters #RepThatA",joy,surprise
Black & proud #BLACK_LIVES_MATTERS ,joy,surprise
"Love to see a nice crowd of kids protesting in a prodominantly white small town. Thank you, wadsworth! #BlackLivesMatter",joy,surprise
we are home safe after a long night. #columbusprotest #BlackLivesMatter #SayHisName #GeorgeFloyd #streetmedic #legalobserver @anoblebird,joy,disgust
"I have hope!! On our 2nd summer call with men placed in @menofchurchill @thekingscollege, these Class of 2024 fellas nailed the cultural analysis of the George Floyd protests &amp; were eager to discuss what they can to make things better! I thought these freshmen were seniors! ",joy,surprise
"Who in leadership gave permission for the Thin Blue Line flag to be flown, knowing the flag is a symbol of dismissiveness of the Black Lives Matter moment? The American Flag represents our union, however imperfect, and was hard fought for. Get your act together Sheriff!",joy,surprise
"A vigil for #GeorgeFloyd in Santa Fe. Very peaceful and kind, interrupted once by police sirens – at New Mexico State Capitol",joy,anger
All lives can not matter until black lives matter and that’s that.,joy,surprise
That’s my Superintendent. Proud to serve under his leadership and in this community. #BlackLivesMatter ,joy,surprise
"No justice, No peace! Stay strong America #BlackLivesMatter ",joy,surprise
this is kinda embarrassing but seven of my foster puppies are in new homes and all 7 have posted about how much black lives matter and i’m thrilled none of my puppies are in racist homes,joy,surprise
I'm back at home but stay safe everyone that's still out there #denverprotests #BlackLivesMatter,joy,surprise
Retweet for “all lives matter” Like for “black lives matter” I’m trynna clean out my friends list.,joy,surprise
Heading home for the night. Let me just say that the activists in #LFK are really rad. #LFKprotest #BlackLivesMatter #protests2020 https://twitter.com/MelissaStiehler/status/1267267232020795392,joy,surprise
I work with an incredible team. So proud of our work the past couple days coving the KC #GeorgeFloyd protests.,joy,surprise
TONE DEAF BECAUSE YOU NEVER UNDERSTOOD EXACTLY WHAT BLACK LIVES MATTER MEANT IN THE FIRST PLACE,joy,surprise
