Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,tweet_text
Well done to all the year 6's at @HarlescottJrSch in their leavers concert today you were #amazing #confident #funny #notadryeyeinthehouse 😍,0,0,0,0,1,1,1,0,0,0,0,Well done to all the year 6's at  in their leavers concert today you were amazing confident funny notadryeyeinthehouse  smiling_face_with_heart_eyes 
Without #laughter life on our planet would be intolerable.,0,1,0,0,1,0,1,0,0,0,1,Without laughter life on our planet would be intolerable.
"Library vendors sometimes really irritate me, esp. when a new owner has little commitment to what was once a great product + poor manners.",1,0,1,0,0,0,0,0,0,0,0,"Library vendors sometimes really irritate me, esp. when a new owner has little commitment to what was once a great product + poor manners."
Just watched  Assassin's Creed movie #murky #turd #murkyturd    Has the balls to tease a sequel and 16 minutes of end credits WOW.😨,0,0,0,0,1,0,1,0,1,1,0,Just watched  assassin is Creed movie murky turd murkyturd    Has the balls to tease a sequel and 16 minutes of end credits WOW. fearful_face 
'The happiest moments in life are not actually spent laughing or smiling the whole time with so many people around.'\n#JonaxxBBTWKab39,0,0,0,0,1,1,0,0,0,0,0,'The happiest moments in life are not actually spent laughing or smiling the whole time with so many people around.'\nJonaxx B B T W Kab39
Those people's #crying who don't usually cry is really #gloomy,0,0,0,0,0,0,0,1,1,0,0,Those people is crying who don't usually cry is really gloomy
It was a great feeling being able to cheer you on while you passed me at your second bike loop this weekend. Great race @SebastianKienle !,0,0,0,0,1,1,1,0,0,0,0,It was a great feeling being able to cheer you on while you passed me at your second bike loop this weekend. Great race  !
Unfortunately listening to @TodayFM's @cooper_m (as good as his show is) actually makes me want to emigrate  #worstgovernmentever,1,0,1,0,0,0,0,0,0,0,0,Unfortunately listening to  is  (as good as his show is) actually makes me want to emigrate  worstgovernmentever
Tooth was not lettin me sleep last night #restless,0,0,0,0,0,0,0,1,1,0,0,Tooth was not lettin me sleep last night restless
"Here in South Bend, IN, Quad Cities River Bandits leading the SB Cubs 3-0. Organist v fond of   'Master of the House' from 'Les Miz.' #sadly",0,1,0,0,0,0,0,1,1,0,0,"Here in South Bend, IN, Quad Cities River Bandits leading the SB Cubs 3-0. Organist v fond of   'Master of the House' from 'Les Miz.' sadly"
My parents seen how sad I was n offered to pay the 1st 3 months in rent when he comes home til he get straight 😂😂😂😂 #blessed ❤️,0,0,0,0,1,1,1,0,0,0,0,My parents seen how sad I was n offered to pay the 1st 3 months in rent when he comes home til he get straight  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  blessed  red_heart ️
@Bemannn UGH I can't even contain my excitement!! 😍,0,0,0,0,1,0,0,0,0,0,0, UGH I can't even contain my excitement!!  smiling_face_with_heart_eyes 
@jiminsbeer i cut my own bangs bc my hairdresser fucked it up before 😂,1,1,1,0,1,0,0,0,1,0,0, i cut my own bangs bc my hairdresser fucked it up before  face_with_tears_of_joy 
its horribly gloomy out rn and im flourishing,0,0,1,1,0,0,0,0,1,0,0,its horribly gloomy out rn and im flourishing
I love #tattoos but seriously #justtattooofus that's just #revenge &amp; it's #permanent for life not sure it's worth the #5mins of fame 🤔,1,0,0,0,0,0,0,0,0,0,0,I love tattoos but seriously justtattooofus that is just revenge &amp; it is permanent for life not sure it is worth the 5mins of fame  thinking_face 
Yo what kind of person just drops gum in the ground when you could throw it into the trees and not get it on my shoe?!?! ,1,0,1,0,0,0,0,0,1,0,0,Yo what kind of person just drops gum in the ground when you could throw it into the trees and not get it on my shoe?!?! 
"Music is so empowering. \nit can literally bring people tears, smiles, laughter, and so many emotions",0,0,0,0,1,1,0,0,0,0,0,"Music is so empowering. \nit can literally bring people tears, smiles, laughter, and so many emotions"
pumping gas at 3:16am #miserable #insomnia,1,0,0,1,0,0,0,0,1,0,0,pumping gas at 3:16am miserable insomnia
@sseunjacks you're so mean. why retweet bulalo and turon? now im craving and hungry. bad girl. 😭,1,1,1,0,0,0,0,0,1,0,0, you are so mean. why retweet bulalo and turon? now im craving and hungry. bad girl.  loudly_crying_face 
"Stated at home the whole day, no eat, no enough sleep, chest and body aching. 😥",0,0,1,0,0,0,0,0,1,0,0,"Stated at home the whole day, no eat, no enough sleep, chest and body aching.  sad_but_relieved_face "
@SafaricomLtd Am in dire need of my 1gb,0,1,0,0,0,0,0,0,0,0,0, Am in dire need of my 1gb
Roses are pine green buttercups are aliceblue sugar is sweet and so on,0,0,0,0,1,0,1,0,0,0,0,Roses are pine green buttercups are aliceblue sugar is sweet and so on
"@ghibIiyoongi happy birthday love!! 🎉🎁 i hope you're having the best day, i'm glad we met💕",0,0,0,0,1,1,0,0,0,0,0," happy birthday love!!  party_popper  wrapped_gift  i hope you are having the best day, i am glad we met two_hearts "
Soooo @IssaRae we need longer episodes 🙏🏽🙏🏽😫😫 #insecure,0,1,0,1,0,0,0,0,1,0,0,Soooo  we need longer episodes  folded_hands  medium_skin_tone  folded_hands  medium_skin_tone  tired_face  tired_face  insecure
i'll never delete someone off facebook. it gives them a satisfaction that someone intimidated and i most certainly am not.,0,1,0,0,0,0,1,0,0,0,0,i will never delete someone off facebook. it gives them a satisfaction that someone intimidated and i most certainly am not.
"Colleague:'Shall I learn to code?'\nMe:'Are you ready to spend years swinging between boredom, fear and anxiety?'\nColl.:'...'\nMe:'I know...'",0,0,1,1,0,0,0,0,0,0,0,"Colleague:'Shall I learn to code?'\nMe:'Are you ready to spend years swinging between boredom, fear and anxiety?'\nColl.:'...'\nMe:'I know...'"
"One arm around my waist, hand down my crouch to pull me towards yourself with. You behind my back, jeans around your ankles you inside",0,0,0,0,1,1,0,0,0,0,0,"One arm around my waist, hand down my crouch to pull me towards yourself with. You behind my back, jeans around your ankles you inside"
@patrickcafila September? Really? 😢,0,0,0,0,0,0,0,1,1,1,0, September? Really?  crying_face 
party tattoos by dodie has become my cheer up song ✨,0,0,0,0,1,0,1,0,0,0,0,party tattoos by dodie has become my cheer up song  sparkles 
"@PuddlesPityP Witnessed #totality, overcome with insane awe &amp; emotion. Son equated to witnessing your talent. #hegetsit #cry #eclipse2017",0,0,0,0,1,0,1,0,1,0,0," Witnessed totality, overcome with insane awe &amp; emotion. Son equated to witnessing your talent. hegetsit cry eclipse2017"
Tell me where I am wrong plz.I am furious tbh.@OndraPaul @Cover_Shadow .Plz tell me what if they reuse to buy him after two years.,1,0,1,0,0,0,0,0,1,0,0,Tell me where I am wrong plz.I am furious tbh.  .Plz tell me what if they reuse to buy him after two years.
"We must accept finite disappointment, but we must never lose infinite hope. - Martin Luther King Jr. #hope #disappointment",0,0,0,0,0,0,1,0,1,0,0,"We must accept finite disappointment, but we must never lose infinite hope. - Martin Luther King Jr. hope disappointment"
"@real_age I am so stressed today I have time so if they drop it, it would be so nice. 😢",0,0,0,1,0,0,0,0,1,0,0," I am so stressed today I have time so if they drop it, it would be so nice.  crying_face "
So I now have 3 pairs of shit arsehole neighbours; Any advice? #noisy #norespect #bigbuilding #awful #killinginthenameof,1,0,1,0,0,0,0,0,0,0,0,So I now have 3 pairs of shit arsehole neighbours; Any advice? noisy norespect bigbuilding awful killinginthenameof
Make her burst into laughter bcs of you.,0,0,0,0,1,0,0,0,0,0,0,Make her burst into laughter bcs of you.
I went so deep into my thoughts that I started shaking. I real deal upset myself to that point of anxiousness.,0,1,0,1,0,0,0,1,1,0,0,I went so deep into my thoughts that I started shaking. I real deal upset myself to that point of anxiousness.
@ananavarro I don't even read the news anymore is to depressing,0,0,1,0,0,0,0,1,1,0,0, I don't even read the news anymore is to depressing
You've wondered why they seek happiness inside. #cheerful,0,0,0,0,1,0,1,0,0,1,0,you have wondered why they seek happiness inside. cheerful
@daiyantrisha Then dont disappoint them 😂,0,0,0,0,0,0,0,0,1,0,0, Then dont disappoint them  face_with_tears_of_joy 
An early night for me love you ,0,0,0,0,1,1,1,0,0,0,0,An early night for me love you 
"@LordeWorldRU @lordelive Ur so welcome buddy, u kids were awesome 😘",0,0,0,0,1,1,1,0,0,0,1,"  Ur so welcome buddy, u kids were awesome  face_blowing_a_kiss "
@tonyposnanski Putin told him not to.  #heylookatthedistraction,0,0,1,0,0,0,0,0,0,0,0, Putin told him not to.  heylookatthedistraction
it takes sadness to know happiness\nabsence to value presence,0,0,0,0,0,0,1,0,1,0,0,it takes sadness to know happiness\nabsence to value presence
"@simon_schama As a lifelong Democrat, can't say how much it angers and saddens me that the party of Lincoln and Reagan has sunk to this.",1,0,0,0,0,0,0,0,1,0,0," As a lifelong Democrat, can't say how much it angers and saddens me that the party of Lincoln and Reagan has sunk to this."
"Are you #different?! Don't be #afraid, just keep #calm and be what you are :)",0,0,0,1,0,0,1,0,0,0,0,"Are you different?! Don't be afraid, just keep calm and be what you are :)"
This officer is a hero! 👏 #dogs_of_instagram #adorable #doglovers,0,0,0,0,1,1,0,0,0,0,0,This officer is a hero!  clapping_hands  dogs_of_instagram adorable doglovers
"Yeah i might look weak when i forgive, but you know what? I pity more on those who hold the rage, hatred &amp; revenge inside.",1,0,1,0,0,0,0,0,0,0,0,"Yeah i might look weak when i forgive, but you know what? I pity more on those who hold the rage, hatred &amp; revenge inside."
Hello twitter! My next few tweets are going to be a bit gushy.... Look away if you're feeling bilious!!!,1,0,0,0,1,0,0,0,0,0,0,Hello twitter! My next few tweets are going to be a bit gushy.... Look away if you are feeling bilious!!!
@McDonaldsUK just went to burger king... 25p surcharge for using my card! Outrageous! #unhappy,1,0,1,0,0,0,0,0,1,0,0, just went to burger king... 25p surcharge for using my card! Outrageous! unhappy
Cyclist slams breaks to pace it to traffic lights. I slam car breaks&amp;tell him careful nearly ran him over=all the cussing #charming #bulwell,1,0,1,1,0,0,0,0,0,0,0,Cyclist slams breaks to pace it to traffic lights. I slam car breaks&amp;tell him careful nearly ran him over=all the cussing charming bulwell
What's with that witch saying 2 popular youtubers are dating?! Lol #laughter #MSPDramaIsOverParty,1,0,1,0,1,0,0,0,0,1,0,what is with that witch saying 2 popular youtubers are dating?! Lol laughter M S P Drama Is Over Party
@HunRaKai Are u going to see her in the airport? 😃,0,1,0,0,1,0,0,0,0,0,0, Are u going to see her in the airport?  grinning_face_with_big_eyes 
"The #eclipse is boring. Check out @MikeOMearaShow , or @TPerkShow , or @robandjoeshow , or @robbandkatie. These shows aren't boring. ",0,1,0,0,0,0,1,0,0,0,0,"The eclipse is boring. Check out  , or  , or  , or  These shows aren't boring. "
@Borovvicka 😂😂 i love ur angry comments,0,0,0,0,1,1,0,0,0,0,0,  face_with_tears_of_joy  face_with_tears_of_joy  i love ur angry comments
i was more happy and excited about mamapink's interactions with each other than i was about any of their wins i gtg,0,0,0,0,1,1,1,0,0,0,0,i was more happy and excited about mamapink is interactions with each other than i was about any of their wins i gtg
"Another cup of coffee with cookies and smart, intelligent, brilliant ,the best  #attorneysatlaw . What can I do? God made us! #happy",0,0,0,0,1,0,1,0,0,0,0,"Another cup of coffee with cookies and smart, intelligent, brilliant ,the best  attorneysatlaw . What can I do? God made us! happy"
@BeckAdlington Always saddens me when marriage doesn't work. It's never helps when people get involved and start twisting things too..,0,0,0,0,0,0,0,0,1,0,0, Always saddens me when marriage doesn't work. it is never helps when people get involved and start twisting things too..
"I don't want money. My wounds couldn't be healed with any amount of money. But there is a medicine. And that is my hatred, my resentment.",1,0,1,0,0,0,0,0,1,0,0,"I don't want money. My wounds couldn't be healed with any amount of money. But there is a medicine. And that is my hatred, my resentment."
"You are MINE, my baby, my headache, my love, my smile, my frown, my wrong, my right, my pain, my happiness, my everything.",0,0,0,0,1,1,1,0,0,0,1,"You are MINE, my baby, my headache, my love, my smile, my frown, my wrong, my right, my pain, my happiness, my everything."
Good morning. ❤️ Start every #morning by waking up and thinking of the things you're #grateful for. 🙏 #goodmorning,0,0,0,0,1,0,1,0,0,0,0,Good morning.  red_heart ️ Start every morning by waking up and thinking of the things you are grateful for.  folded_hands  goodmorning
'She's alway been an achiever'\nI feel like I'm not.\n #thoughts ,0,0,0,0,0,0,0,1,1,0,0,'she is alway been an achiever'\nI feel like i am not.\n thoughts 
@GLOBALINTLrp Not like that.. You said you wanna leave for a while and come back soon. I don't look for you bcs i'm afraid i'll annoy you..,1,1,0,1,0,0,0,0,0,0,0, Not like that.. You said you wanna leave for a while and come back soon. I don't look for you bcs i am afraid i will annoy you..
@SueLeibman Just got an audition for a lead role in a #SAGFilm #actor #moviestar #awesome #happy  @IMDb #Me #RT,0,0,0,0,1,0,1,0,0,0,0, Just got an audition for a lead role in a S A G Film actor moviestar awesome happy   Me RT
I think I have post gay weekend blues... so I bought a dildo 👍🏻,0,1,0,0,1,0,0,0,1,0,0,I think I have post gay weekend blues... so I bought a dildo  thumbs_up  light_skin_tone 
Just enjoyed a delicious salad drenched in Theon Nectar's Greek Extra Virgin Olive Oil  – absolutely DELICIOUS!! Mmmmm! #yummy #healthy,0,0,0,0,1,1,1,0,0,1,1,Just enjoyed a delicious salad drenched in Theon nectar is Greek Extra Virgin Olive Oil  – absolutely DELICIOUS!! Mmmmm! yummy healthy
