ori_sentiment,tweet_text
nocode,Preparation for 50 VIPs at the Serving the 4 Glasses of Plymouth Gin #plymouth #gin
nocode,Taking it really easy at the #art #london
nocode,"Last chance to visit until 2017 plus Threads-style nuclear bunker, + more free at #CastleHill15 until 5pm"
happy,"for Pollock, Ligon &amp; Brātescu PV. Top speeches"
happy,The Top 5 Art Shows to 2C in London NOW:
nocode,"Napoleonic code? End of traditional monarchies? Disciplined? Brave? Excellent tactician? Visionary? Etc, etc..."
happy,Thanks LOOKS really exciting slowed down perception best wishes
happy,Great to see represented by its excellent and hardworking Curator of Ethnography.
nocode,Catch #SINCru performing at the #CastleHill open day tomorrow between 4PM 5PM organised by #Cambridge
happy,"er no, wrong again. I did my Art GCSE on Pollock. i have NEVER worked with Pollock Or Warhol. Wish I had!!!! ;"
not-relevant,The Steve Dixon Daily is out! Stories via
nocode,"#Gainsborough used light brushstrokes for 'The Morning Walk', blending the figures into t... via"
happy,"Great coffee at -brilliant exhibition &amp; performances, fab to catch up with too #CastleHill"
nocode,i would venture this would be a good moment to put in an offer for the remaining Elgin Marbles?
nocode,At is being interviewed by for abt millionth visitor 2moro
happy,L6 History of Art Dept on way to London to give public presentations excitement brewing photos to follow
happy,"thanks for sharing National Gallery, have a great Wednesday : insight by"
nocode,NOW SHOWING #102: The week is top exhibitions
nocode,I visited some museums in London:
nocode,"The impossible world of MC Escher, of Scotland this summer"
happy,fabulous! :-
not-relevant,"The second GENOCIDE against#Biafrans as promised by#Buhari has begun, 3 days of unreported aerial Bombardment in#Biafraland"
nocode,"that is Edvard munch is ""The Scream,"" although the poem refers to its theft in 1994 from the #vizpoem"
happy,Back at the with our second group of Y7s! Look! Female gladiators! #amazones
angry,#AskTheGallery Love Hate Private Sector Colonisation / Illegal Discrimination Against Unions #ReinsateCandy
happy,Thanks!
nocode,Book now for #wiredmoney with on 8 July
nocode,a show of real commitment
happy,"Spent the morning learning about #8mummies Fascinating and well-presented; a right balance of objects, info and interaction!"
nocode,"#AskTheGallery : If you could be someone in a NG painting, who would you be?"
not-relevant,sexy porn sex with dance and sexual intercours
happy,"Hi, just wondered if you could RT our video, we are trying to raise awareness and make Arts more accessible. Thank you :"
happy,Great new blog on #DefiningBeauty at the Hay Festival; lively and informative
happy,… Really proud to be a part of The London Open this year Opening 15th July getting close!
nocode,{ } #Korea #China #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics
happy,Looking forward to celebrating Marion Smith qc is silk appointment tonight
nocode,yep
nocode,#JamesRichards chooses #Bacon for final presentation of the #VACCollection MT Until Aug. 30
happy,this sounds fab. Any special events on in the garden in September? Can't wait to come back and see it in autumn light
nocode,Millionth visitor arrived
happy,A cultural lunch break taking in Venus &amp; Mars by Botticelli. #beautiful
happy,The perfect way to end with a picture of my favourite piece in the whole place the Sutton Hoo helmet
happy,Yes!
nocode,any suggestions for art schemes for kids this summer in East London?
nocode,"so hey, what is with the alarms going off? Are you going to reopen soon or should I head home?"
happy,. Cool! I could use one of these next time i am camping!
nocode,Van Dyck showed a sense of animation in his early works. The child in this portrait is de... via
happy,our lovely volunteers and students at the CACL event thanks for hosting an inspiring event
happy,"cracking, is John Ashdown -Hill delivering the talk then?"
nocode,Behind the scenes at Jackson pollock is new exhibition at #JustPublished
nocode,Join our Index Editor Barbara Pezzini this lunchtime for her lecture on and modern British #art:
nocode,"i am at in London, Greater London"
happy,#FollowFriday for being top influencers in my community this week :
nocode,Culture Minister Ed Vaizey places temporary export ban on Cezanne
happy,Bests museums apps
happy,"No matter how many times I come here, This is still one of my favourite places in London. #museumgeek"
nocode,"What do paintings sound like?To find out, read about ""Soundscapes"", the latest project on our blog"
nocode,"Rivane Neuenschwander has a solo show at as part of their 2015 children is Commission, from 23 June"
nocode,"Jackson Pollock, Jazz &amp; win tickets to stunning new exhibition:"
nocode,"i am at in London, Greater London"
nocode,cambridge is closing for two years from 22 June Director Andrew Nairn joins 17:50
nocode,Follow us &amp; RT this &amp; you could #win 2 tickets to the exhibition #IndigenousAustralia #BenugoTickets
nocode,This week is #PELHAMPICKS ft. Jackson Pollock: #BlindSpots opening 30 June
happy,"Loved #DefiningBeauty thought it was stunning, I learnt SO MUCH. Beautifully curated. Fell in love with it all. Thank you"
happy,Well done looking forward to visiting next weekend for another look at #8mummies exhibit!
happy,"Highly recommend #DefiningBeauty exhibition to anyone who has not made it yet, well worth a visit before it closes next month"
happy,"It was a amazing night , a pleasure to cook Bouillabaise in this stunning room for #LucyStein party"
not-relevant,are you out tonight?
sad,it is been one of those days... #sorefeet
happy,Beautiful exhibit. I wish to have seen it on my last trip to UK in Nov.
happy,"Today: last invigilation at gallery before closure. Thanks for having me, folks, it is been a wonderful thing to do."
nocode,Have a look at my 360 spin images from the in Exeter #devonhour
not-relevant,
surprise,Oh? How so?
nocode,that is such a sexy way of putting it
happy,"thanks for sharing National Gallery, have a great Tuesday :"
nocode,Reminds me of this pendant I saw the other day
happy,A modern looking university Fitzwilliam. Contemporary! Hubby studied here. 😉
nocode,The frontal eye fits him so well
happy,Lucky you. I want to see this..
nocode,#DefiningBeauty by defining ugly: what did the ancient Greeks find grotesque?
nocode,Is the date 1519 correct?
happy,"Thanks for the fave of Wounded Amazon.I really love #DefiningBeauty ,have visited+drawn there many times:"
nocode,"New post! Interesting things i have learned from ""A #History of the World..."" podcast … #arthistory #art"
nocode,V life -like painted in 1658 RT works by de Hooch known for orderly interiors and sunny courtyards
nocode,#giveaway #art #dvd &amp; #book #bundles
happy,I enjoyed #Minions. The best cinematic turn from since #Skyfall. A lot of fun but not amazing. Some good laughs.
nocode,#ff
not-relevant,Follow #FF sayeth the Lord.
happy,Enjoyable afternoon discussing restorative potential of home place &amp; everyday gesture #OpenHouse
happy,The Newscomber is out! Stories via
nocode,"CfP ""Negotiating art ǀ Dealers &amp; museums"" conference April 2016 via #NegotiatingArt"
nocode,i am guessing Mesoamerican from the handle?
happy,"After #CultureGeek yesterday, I have to recommend everyone follows Head of Digital &amp; Publishing &gt;&gt;&gt;&gt;"
happy,"Had tour round the excellent this afternoon, thanks well worth a visit #ILoveMuseums"
nocode,wild guess -pay people less?
happy,The Enid Blyton show at is simply wizard!
happy|sad,Queuing to get into sucks but at least it is moving pretty quickly
happy,"Happy to be giving a talk at the conference: ""Creating virtual reality experiences in museums"" with"
nocode,is this by Samuel Palmer?
nocode,a part of an armour?
nocode,Invitation- Create Your Own Fun Palaces
nocode,Sexual #identity in #DefiningBeauty via #Pride2015 #Psychology #Sex
happy,"Wow, this looks awesome!"
happy,"A ‘sparkling show' of Turner, Singer Sargent, Cézanne watercolours Cambridge"
happy,Great day so far! Please come down there is still time #CastleHill15
happy,Simply gorgeous.
nocode,"Hello, will those be available on line?"
sad|disgust|angry,Stop the privatisation of services at the Sign the petition now: via
happy,Marvelous!
nocode,Looking at ruskin is gift of #turner paintings to #cambridge #fitzwilliammuseum
happy,Thank you for making history cool again 😃
happy,"I see dry brush everywhere. Very dramatic, also reminded me the medieval cosmographers."
surprise,2000 coins per day...they did not worry about RSI in those days!
nocode,current Duccio | Caro display open now
happy,"Beguiled, again, by the art of Andrea del Sarto Portrait from the"
happy,And I like the cuddly toy too!!
nocode,happy #FathersDay
nocode,New painting Mahler 9 exhibition
nocode,Stunning Viking silver 'thistle' brooch AD 900s at Used to fasten a man is cloak.
nocode,it is about us Today!... laurie is Arts Resource | Including:
nocode,#imagenes #retrato Lucio V. Mansilla #Patrimonio del
happy,"Rhanks, I will! Only had time for brief whiz round before and it was spectacular"
happy,Year 5 are now busy in the Digital Discovery Centre they are having a great time!
nocode,Do we know what was napoleon is favourite food? Was a french one?
nocode,Stonehenge On Summer Solstice / Bertram Buchanan / Date: 1889-1920 &amp; / via
happy,think it is known as a #StatementPiece of jewelry ! and what a statement !
nocode,"i am at in London, Greater London"
nocode,There seems to be a malfunction with his sceptre.
not-relevant,From 12pm on we preview #CastleHillOpen Day in #Cambridge with
happy,thank you for the positive feedback. Pleased you enjoyed your visit
happy,students enjoying of working out of the classroom #stockleyart
nocode,"Something for Sunday: ""Shifting patterns"" looks at the intricacies of Pacific barkcloth clothing"
happy,Looking forward to visiting later this week for the final time before it closes for a two-year redevelopment. it will be missed!
nocode,From The Tomb Of #Nebamun — 1350 BC | #Egyptology #Archaeology #AncientEgypt
happy,"One of my favorites! A human skull, cleverly painted so that it is only in proportion from 1 angle!"
not-relevant,read Jo nye is book called Soft Power which Hillary Clinton rebranded as Smart Power
nocode,"Promotion_Rayban_15,Click_16"
nocode,""" Sunflowers, 1889. Oil on canvas, 95 x 73 cm. Now at london is"
happy,"Sparkling Afternoon Tea from at the Great Court Restaurant, British Museum: #london #travel"
nocode,. Is planning under way for a 450th birthday party? Only 365 days to get ready.
happy,LOVED Ancient Lives &amp; New Discoveries so fascinating and amazing. Could have stayed in there all day.
happy,working on new series of small #linocut #print sketches.Three Heads-exhibit from after great visit!!
happy,Very much looking forward to taking this in. Love a wander round
