ori_sentiment,tweet_text
surprise,suh-weet! perfect timing.
happiness,'Allo there twitter how are we today?
worry,glad you could make it
neutral,Nearly grand prix time
happiness,mozart requiem tonight
enthusiasm,"moving from rod to justin, even persuaded sons to join me"
neutral,jessiebear i need to think of more names to call you..
love,&quot;Ooh-ooh... it is SHINY&quot;. An dmore awe-tastic quotes from THE BEST ANIMATED MOVIE EVER coming up
happiness,hes definitely my fav host ever! Can't wait to watch the rest tomorrow!!
fun,"Ah, lets start working! Livingroom here I come"
fun,"Wow, such a crazy night of ever changing emotions! I liked it tho"
surprise,my your rather random.
worry,Flap-a-taco was nice until the plebs came in.
love,"Yes! Cold coffee from yesterday. No sugar, no cream ! The way I like it !"
neutral,At branding iron with drea! White boubous and cowgirls can get down! Haha crunk! For the next couple hours! Haha fun times!
happiness,For those of us who is hearts break a little more this time of year know that you are loved and next week is a new week.
neutral,Cock Please
love,"ok, i believe you now and it was worth staying up for..joe macs version i luv being covergirl..will luv it more after next 1"
love,oh chase. i love you. you make me laugh &amp; btw you were surely were dropped on the head as a baby.
happiness,"Woah!! Awesome show!! Glad to be back at the hotel, though.. Nightie night and Happy mother is Day to all you mommy is!!"
neutral,happy birthday!!
love,No I LOVE jordie is version as well as joe is and donnie is ALL 3 are DIFFERENT
sadness,"absolutely tru...the horror of it still washes ovr me sometimes if i think abt the actual last days, but the gd memories go on"
happiness,"time always seems to fly when im with wade, its weird; but i like it... a lot!"
neutral,okay dokay... coming up
neutral,I hit up that special and ordered a sound bar from woot.com.
relief,you are acting like 5 year olds
neutral,Goodnight
neutral,see you..... 08.08.09
fun,hey hey hey! lol.
neutral,heading of to spin
love,Kinda feeling in a reggae mood.... hope you all enjoy the smoothness on this lovely weekend
worry,"I can not open my eyes properly, maybe if i sleep for a lil' while longer it will fix itself"
happiness,Enjoy your hols xxx
neutral,"Awww, our mother is day has been and gone :o. No work today, off out witht he camera in a little while, hopefully"
sadness,first time in weeks to see the clear blue sky
fun,Just got back from Apple Store in Robina. Managed to get a replacement iPhone because it could not access the web properly. So shiny
neutral,Tomorrow i mean anna
neutral,"haha no chance, I tweet rubbish back!"
happiness,Well off 2 bed...cant wait 2 party 4 mother is Day in like 14 hours or so
empty,should sleep more.
love,lovin' my new blackberry
surprise,Charlie Brown What are you doing today? What time is it??
happiness,Last night went really well. Got some cracking shots
neutral,If I may suggest:
happiness,LOL I know what ya mean. Watching everyone else act a fool is much better the not remembering acting a fool yourself
fun,"WOW! That is so awesome, Andre! It will be great, I know! Can't wait. And you dad is are not so bad either!"
worry,how was the ice cream?
happiness,"like, for reals this time guys. Ha. G'night. &amp; happy birthday kid"
neutral,"hopefully you are up before 8, as meeting is at 8"
love,"Excited!!! Trousers on their way from Topshop, should be here in a couple of days"
worry,"In pre-Twitter days, i would need to wait for a formal invitation to speak on edu2.0 from #Y4IT"
boredom,today was boring...harry potter ftw
neutral,would get u some if u were here
relief,"i am doin my tweets on my phone so i have on clue how to reply to anyone. but thank u fiercemichi, as soon as i can i will check it out."
relief,okay.. so i &quot;thought&quot; i was getting sick... but NOPE!!! HAHAHA PHEW! sry mike lol hope you get better soon!
relief,&lt;&lt; Finaly Back to home..
love,To all mothers in the world : happy mothers day
neutral,So stinkin' adorable! I want to come check out the studio
neutral,Got a new lyric book!
happiness,I had the best weekend ever
worry,Mama? you are the best thing that ever happen to me. thanks for everything &amp; and sorry for hurting you... I LOVE YOU! &lt;3
neutral,i didnt watch star trek yet.... i thought that i will watch it last night ... but i didnt... = ... i will watch it today...
happiness,"Morning all its beautiful out already, glorious sunshine. Wash and vacum car Done, fill with petrol Done, bbq stuff buy Done."
neutral,pictures ross.
neutral,most of da time on gtalk ! pls make my follow count 600
happiness,"Thanks, Terri! I am so excited to pick Parker up on Monday. I hope he gets along with David! #pixiebob"
worry,"we are getting closer rather than further from REAL lobby dates Chicago, BlogHer09 squee!!!"
love,loved our lil tent-side jam session/mosh pit!!! EDGEFESSSSSST!!!
hate,"really!? that son of a bitch, screw him, ill talk to on msn later k xox"
neutral,"Downloaded EeeControl for my Eee PC today. Was playing with the settings to make the fan kick in at 1500RPM if above 55C, 0RPM if under.."
love,"last time I looked, they were about 400. They gave us a demo, so cool"
neutral,good to know thanks
happiness,"Gooooooood morning, campers! And happy mother is Day!"
relief,Lol @ me and whispering so we do not get in trouble and being almost 30! Feels great to be home feeling like kids
empty,woot!
neutral,one of my prized mags/book/annuals dunno if any others were published prolly should google it
hate,Inspite of the spams.. I can not stop losing this twittergadget. I love twitting from Gmail
neutral,Wishing all MOMs a very Happy mother is Day!!
neutral,"There mite be a article in the trib bout portia, keep an eye out for it."
worry,I feel 5 pounds lighter
neutral,hi vishal
fun,sounds like a plan.....yea excited now
neutral,sweet! make sure to put some in your bag for me
neutral,I can has cheeseburger
neutral,"no you didn't, not more then me anyway"
fun,"hey adt, guess what. my princelple is number plate is adtï¿½000 well its not 000, i just dunno the numbers."
surprise,"Ooh, there you are, haha. Thanks, posted it!"
neutral,"Aw, do you have the McFly calendar? x"
neutral,felï¿½z dia de madres | happy mothers day
neutral,is watching life of ryan
love,"A man loves his sweetheart the most, his wife the best, but his mother the longest. Happy mother is Day"
neutral,"LOL, you are welcome"
fun,morning! well excited dancing down the park todayyy! should be good! wooo come on venue! xx
neutral,I think sure looked sexy in the hat that belongs to
happiness,this is my movie weekend!! i have watched 5 movies so far
neutral,going out for dinnerr soon. thai
surprise,MY UNCLE BRUCE MORROW WAS JUST ON THE NEWS!
relief,Don't worry. you will be 38 soon
relief,Last library day before Doomsday. Urgh. Was nice to wake up with my J-bum though. he is still sleeping now. Cute
sadness,Morning all. Up and about and about to wash the car. Remind me; Why did I choose white again??
worry,4am. And Im on the beach. Pretty
worry,"Do you know if you text to 40404, it will go to your twitter after you set it up with the settings. And FB posts text to 32665."
neutral,"The latest season doesnt air on any of the Indian tv channels. So, I kinda download the episodes / view them online"
worry,gotta love the summer
happiness,got a new dog
neutral,Upgraded Exact Audio Copy to v0.99pb5
relief,"heh, thats the same theme I used on"
neutral,"hahaha maybe it was certain groups of juniors. hello, and what are you doing in Korea? we are all over the world!"
love,Good deal! Im doing good thank u The one about me loving my mom?
happiness,what a beautiful morning! nice to be out
happiness,Watching Everything Is Illuminated and dreaaaming&lt;3
neutral,its ROUND THREE TONIGHT!!
neutral,just giving shouts to all my peoples in Twitterville
neutral,"LOL NOPE, saw a show on TV that claimed so, figured i would try and get my own non-media stats"
happiness,Gorgeous day! Off to Hash around Waterley Bottom wonderful name for a village! Quiz Mistressing at the Porto this evening
happiness,yer i hope the competition doesnt end before i post my video! lol but there are some really good singers who entered.....
enthusiasm,"You said your getting McFlys live album 2morrow, whats it called? xx"
neutral,It would be cheaper to take on The Spirit Of Tasmania The ship from the island I am on. Busses are expensive to ship
hate,"shame I dont still have my 286 compaq portable, which was really anything but portable LMAO, last tweet 4 now, toodle pip"
happiness,evrytime i listen to the name of tat plce i am reminded of Mojojojo from dexter is lab
neutral,Is twubbing again
love,Happy muthath is day to all moms!!! I salute you!
happiness,Just Decorated Moms Room While She Was Asleep For Mothers Day she will Wake Up To A Banner And Balloons! Woo!
neutral,Don't 4 get to call your moms tomorrow...mothers day
happiness,I do not remember because I was watching so many on youtube... LOL will get back to you
worry,mothers day..didnt do anything exciting...saw a movie
happiness,Happy mother is day everyone!
love,Wishing all the mommies out there a very happy day!!!
worry,u drink mor than all th #g1freaks put togetha!
neutral,On my way to CP.. Got some work there.
relief,Err yeah...me too...can we sue ?
neutral,Eating ice cream at swensens
love,"just sitting here watching my babies, life can be amazing afterall"
love,Morning there.
fun,Thanks! Didn't watch the movie.Wasn't able to decide. :-/ Hope you had a great time with your friends!
love,Hey Man Congratulations On The Graduation Man you are World Wide Popular In Philippines
fun,meet she is the Zombie expert i believe..
happiness,Happy mother is Daaay!!
happiness,"watered the tomato plants, pepper plants and lettuce, feeling all homely! off out with Freddie for a fun-packed day"
sadness,SCENE SLUTS AT 4AM IS ALWAYS THE SHIT
love,lol sweet!!! ...i still have yet to watch the 4th movie hope ur having a lovely weekend! happy mother is day from aus! =P haha
neutral,Happy mother is Day everyone.
neutral,you will get the hang soon. i have sent you an email.
love,Good Morning to you I trust you are well ?
