ori_sentiment,tweet_text,sentiment
joy,I met a certain lady at Mchesi and I proposed a word of love to her and at the same time she accepted my proposal.,joy
fear,My father gave me money for school fees and I did not pay school fees instead I spent it on beer and did not tell him about this.,fear
anger,There was a cup final match between Limbe Leaf Wanderers and Silver Strikers and someone promised to give me some money for admission fee to watch this game. Unfortunately he did not give me.,anger
sadness,I had received bad news informing me that grandmother and grandfather had passed away. The first one to die was my grandmother and after two days grandfather died too.,sadness
disgust,"It happened that one of my best friends just took my shirt without my knowledge, I had not put it on for many days and I was short of clothes.",disgust
joy,Passing a very difficult examination which I did not expect MCE.,joy
fear,As we were going to Area 10 a dog chased me. I was afraid it might bite me.,fear
anger,Brother took my money to use for his own purposes.,anger
sadness,"After hearing the news about the death of my sister, I felt very sad.",sadness
disgust,"After buying a ticket, I lost it before I reached my destination and the bus Inspector dropped me at a place I did not know.",disgust
joy,When I was selected to a University College of Nursing.,joy
fear,"When one of my relatives went out at night leaving me and my friend alone, I cheated my parents that she did not go out, after they had heard that she was out, I was afraid that she might have beaten me.",fear
anger,When someone took my writing materials yet I was to write Examinations in a few minutes.,anger
sadness,When I failed my Standard 8 Examination for the first time.,sadness
disgust,When a boy whom I refused to be my lover told all his friends that I was his girl he has refused me because I was not faithful to him.,disgust
joy,I felt joy when I heard my name being called on the radio as one of the students who had passed the interview of Nursing and was selected to start Nursing.,joy
fear,I felt fear when one night my aunt and Uncle left me alone at their house to look after the baby when they went to a party.,fear
anger,I felt angry at one time when I was chatting with friends and suddenly another friend joined us and started opposing any comment I added to our chatting.,anger
sadness,I felt sad when a thief stole all the clothes from my friend is cupboard at school boarding.,sadness
disgust,I felt disgusted when I was not given money for lunch at school by my father as a punishment for beating my little brother.,disgust
joy,When I passed my MSCE Exams and was selected to go to college.,joy
fear,I was with my boyfriend forgetting that I had left the house unlocked. Unfortunatly a thief came and stole all the kitchen utensils. Thereafter I was afraid of the consequences.,fear
anger,"My best friend started moving out with my boyfriend. When I heard this my heart sank because I did not expect that my own good friend could do such a thing, so I got angry.",anger
sadness,I was sad when I heard that my cousin died because of being bewitched by her husband is second wife.,sadness
disgust,My friend promised to take me out for a movie but he did not turn up.,disgust
